0,0.21088,0.20605,0.22037,0.15517,0.22098,0.20639,0.21332,0.18384,0.19698,0.23511,0.24729,0.20847,0.2582,0.21065,0.20621,0.22667,0.22266,0.2232,0.24722,0.21835,0.24096,0.20165,0.25249,0.24872,0.20398,0.19732,0.20041,0.18607,0.23062,0.21858,0.21802,0.242,0.20676,0.28746,0.22615,0.27528,0.21389,0.21512,0.22641,0.34365,0.31704,0.26812,0.91891,0.20223,0.35317,0.23888,0.24681,0.26051,0.23513,0.23509,0.25485,0.20703,0.26146,0.23826,0.21236,0.21779,0.23835,0.3543,0.197,0.28156
0.21088,0,0.22826,0.20042,0.19132,0.21735,0.1739,0.21124,0.17609,0.18323,0.20118,0.18172,0.20156,0.22416,0.19304,0.23331,0.21035,0.19508,0.20972,0.20317,0.17237,0.22893,0.20964,0.21469,0.22253,0.17022,0.19931,0.19613,0.17216,0.19147,0.20666,0.19793,0.21165,0.21881,0.24431,0.22024,0.25681,0.23755,0.23793,0.25863,0.32851,0.28514,0.22748,0.96905,0.22135,0.34007,0.21751,0.2854,0.26478,0.25328,0.23653,0.20629,0.21647,0.27498,0.21724,0.21589,0.24215,0.27315,0.3459,0.23151,0.24918
0.20605,0.22826,0,0.22117,0.17812,0.23437,0.22163,0.23162,0.22837,0.23107,0.27949,0.23222,0.2547,0.24351,0.20425,0.1879,0.18853,0.21687,0.24413,0.28433,0.20844,0.22369,0.23689,0.22302,0.26893,0.23111,0.24666,0.2305,0.20439,0.20818,0.22525,0.20685,0.23368,0.23283,0.25436,0.29595,0.20994,0.23414,0.24639,0.24264,0.35328,0.25619,0.22347,0.93629,0.24526,0.35878,0.26257,0.25421,0.2616,0.22858,0.24899,0.26006,0.20315,0.25288,0.23118,0.23976,0.24625,0.27073,0.37969,0.22104,0.23512
0.22037,0.20042,0.22117,0,0.17974,0.18187,0.21907,0.22093,0.20933,0.21809,0.27068,0.2144,0.25248,0.17329,0.21612,0.19584,0.15863,0.15426,0.26589,0.25633,0.17601,0.1768,0.25284,0.19212,0.27715,0.1946,0.23831,0.20819,0.18571,0.22119,0.18975,0.18551,0.22482,0.21769,0.21065,0.27238,0.227,0.23062,0.23452,0.20649,0.35765,0.21701,0.19319,0.98999,0.25419,0.37437,0.26257,0.24995,0.23174,0.18851,0.23864,0.19399,0.19885,0.28132,0.2357,0.21833,0.26123,0.26262,0.40618,0.24719,0.27404
0.15517,0.19132,0.17812,0.17974,0,0.20831,0.21576,0.26458,0.22926,0.22845,0.28437,0.23508,0.25054,0.23792,0.2146,0.1996,0.21277,0.21825,0.27598,0.27409,0.21623,0.22641,0.23689,0.22834,0.29201,0.23054,0.24561,0.23851,0.20773,0.23541,0.22762,0.20925,0.25808,0.24884,0.26991,0.2922,0.26412,0.25166,0.25746,0.25415,0.39292,0.31656,0.25754,0.90718,0.2591,0.38844,0.28799,0.27679,0.30149,0.24883,0.25107,0.26394,0.24586,0.30812,0.26429,0.26692,0.27994,0.28206,0.41517,0.26194,0.31537
0.22098,0.21735,0.23437,0.18187,0.20831,0,0.29494,0.26939,0.27405,0.2729,0.32093,0.28498,0.30325,0.27103,0.31089,0.1987,0.24824,0.25845,0.30645,0.31228,0.27916,0.23577,0.28755,0.26316,0.32228,0.31696,0.24949,0.25181,0.2577,0.3109,0.26782,0.24964,0.31814,0.28477,0.29677,0.31746,0.29183,0.25964,0.29026,0.27183,0.37595,0.29851,0.28402,0.93535,0.29603,0.37798,0.32447,0.32409,0.30484,0.28657,0.29345,0.2941,0.26535,0.31204,0.29862,0.27062,0.30021,0.29201,0.42515,0.30897,0.33085
0.20639,0.1739,0.22163,0.21907,0.21576,0.29494,0,0.226,0.17121,0.18615,0.2001,0.16581,0.19148,0.19765,0.1668,0.24421,0.21916,0.20813,0.20035,0.2033,0.17301,0.21428,0.21677,0.21328,0.2332,0.16029,0.21684,0.22384,0.17021,0.15795,0.22041,0.21913,0.22748,0.23779,0.23357,0.23458,0.25436,0.24395,0.23654,0.24607,0.34225,0.2938,0.24019,0.93335,0.21913,0.36164,0.21626,0.26176,0.28228,0.26348,0.22521,0.22925,0.2018,0.26988,0.23456,0.23249,0.24722,0.29004,0.36561,0.22805,0.25182
0.21332,0.21124,0.23162,0.22093,0.26458,0.26939,0.226,0,0.16974,0.16752,0.208,0.24189,0.1612,0.22592,0.24631,0.21374,0.21179,0.21685,0.17718,0.18402,0.21843,0.23975,0.15552,0.24539,0.22106,0.21932,0.14829,0.14721,0.16628,0.22311,0.22533,0.21078,0.24167,0.18033,0.2521,0.17876,0.28857,0.18934,0.1836,0.23908,0.26205,0.30263,0.28316,0.88734,0.1908,0.25793,0.25547,0.29157,0.27094,0.24576,0.23758,0.27654,0.19233,0.20346,0.20271,0.20192,0.19567,0.22694,0.29601,0.16028,0.2552
0.18384,0.17609,0.22837,0.20933,0.22926,0.27405,0.17121,0.16974,0,0.16433,0.18189,0.22839,0.17158,0.24523,0.2416,0.22237,0.23192,0.20706,0.18261,0.18416,0.18026,0.24373,0.17075,0.23811,0.20791,0.20201,0.18462,0.17008,0.15859,0.20971,0.20514,0.227,0.25228,0.18705,0.26886,0.19469,0.28526,0.16748,0.19468,0.24002,0.32474,0.32382,0.27138,0.939,0.20164,0.31978,0.23885,0.28338,0.28357,0.27325,0.26966,0.24928,0.18924,0.25476,0.22967,0.19473,0.20207,0.25131,0.34651,0.18296,0.26836
0.19698,0.18323,0.23107,0.21809,0.22845,0.2729,0.18615,0.16752,0.16433,0,0.19814,0.20516,0.16729,0.24207,0.23354,0.24372,0.22794,0.22214,0.18105,0.17428,0.17936,0.24814,0.14934,0.23821,0.23964,0.21314,0.16232,0.17358,0.14447,0.18806,0.22305,0.22765,0.25585,0.19591,0.2576,0.20459,0.30436,0.20446,0.22337,0.25075,0.30657,0.34094,0.28155,0.93513,0.18411,0.29876,0.25398,0.31431,0.29832,0.27179,0.25944,0.25549,0.20481,0.24191,0.23697,0.20982,0.22415,0.26355,0.3122,0.21043,0.26961
0.23511,0.20118,0.27949,0.27068,0.28437,0.32093,0.2001,0.208,0.18189,0.19814,0,0.23809,0.19957,0.26027,0.24959,0.29023,0.28551,0.25001,0.17232,0.18834,0.22044,0.28717,0.21117,0.27426,0.19463,0.21371,0.20734,0.19879,0.18542,0.21758,0.22847,0.24164,0.25262,0.21647,0.29281,0.20514,0.31102,0.21527,0.23399,0.27363,0.3144,0.35768,0.30285,0.95988,0.20638,0.33081,0.24308,0.28725,0.28468,0.29397,0.26201,0.26805,0.23399,0.26458,0.24088,0.22288,0.21873,0.29956,0.3299,0.22208,0.25692
0.24729,0.18172,0.23222,0.2144,0.23508,0.28498,0.16581,0.24189,0.22839,0.20516,0.23809,0,0.24024,0.19329,0.18533,0.2843,0.21608,0.2067,0.25639,0.23984,0.17481,0.19689,0.26306,0.1992,0.26555,0.20037,0.24946,0.23494,0.18378,0.19964,0.20133,0.19984,0.21676,0.26098,0.2343,0.28448,0.24576,0.28138,0.26245,0.25635,0.37615,0.29104,0.22757,0.95952,0.24767,0.39232,0.24564,0.28403,0.26978,0.25284,0.23526,0.22692,0.24099,0.30834,0.25507,0.25775,0.28749,0.31282,0.38635,0.273,0.25939
0.20847,0.20156,0.2547,0.25248,0.25054,0.30325,0.19148,0.1612,0.17158,0.16729,0.19957,0.24024,0,0.26434,0.23886,0.24868,0.26505,0.2505,0.15982,0.19114,0.23102,0.27953,0.18174,0.27137,0.22027,0.2248,0.16063,0.18138,0.18456,0.21871,0.25408,0.24215,0.26203,0.21163,0.27497,0.19467,0.32,0.22571,0.20439,0.25625,0.30454,0.35439,0.32726,0.8907,0.21242,0.29653,0.24943,0.31911,0.3081,0.30042,0.25091,0.30007,0.22168,0.22887,0.23154,0.22232,0.21792,0.2594,0.32569,0.19122,0.30154
0.2582,0.22416,0.24351,0.17329,0.23792,0.27103,0.19765,0.22592,0.24523,0.24207,0.26027,0.19329,0.26434,0,0.21342,0.22395,0.16821,0.1668,0.27272,0.25135,0.19748,0.16448,0.26015,0.1592,0.30082,0.21174,0.24204,0.24562,0.20783,0.20961,0.19587,0.20427,0.22516,0.26012,0.19582,0.29221,0.22704,0.27727,0.25773,0.24606,0.36124,0.24066,0.22035,0.98464,0.27426,0.39368,0.27467,0.26711,0.27297,0.22771,0.22433,0.22605,0.24318,0.29121,0.24734,0.26026,0.30206,0.31118,0.40952,0.26723,0.27854
0.21065,0.19304,0.20425,0.21612,0.2146,0.31089,0.1668,0.24631,0.2416,0.23354,0.24959,0.18533,0.23886,0.21342,0,0.23911,0.19537,0.20249,0.22344,0.267,0.18803,0.21264,0.23855,0.19982,0.26359,0.17624,0.25536,0.23351,0.19377,0.17931,0.20557,0.19041,0.22167,0.25408,0.24666,0.27088,0.2282,0.27032,0.26356,0.26384,0.37764,0.27581,0.22842,0.94833,0.24345,0.3967,0.24702,0.26118,0.29042,0.25794,0.24538,0.25545,0.24221,0.31037,0.25851,0.26869,0.25733,0.32317,0.39857,0.25636,0.27143
0.20621,0.23331,0.1879,0.19584,0.1996,0.1987,0.24421,0.21374,0.22237,0.24372,0.29023,0.2843,0.24868,0.22395,0.23911,0,0.22366,0.24305,0.28888,0.30364,0.28203,0.28556,0.2626,0.28036,0.31866,0.2623,0.24069,0.24307,0.26259,0.28996,0.27978,0.24831,0.31344,0.25266,0.2888,0.29609,0.30301,0.22907,0.27635,0.26927,0.35477,0.30227,0.30425,0.93818,0.28433,0.34656,0.31641,0.30678,0.30232,0.27195,0.29133,0.31363,0.25318,0.30603,0.27806,0.25868,0.27135,0.26582,0.38827,0.27092,0.31983
0.22667,0.21035,0.18853,0.15863,0.21277,0.24824,0.21916,0.21179,0.23192,0.22794,0.28551,0.21608,0.26505,0.16821,0.19537,0.22366,0,0.15365,0.2766,0.25615,0.18049,0.16152,0.24824,0.18217,0.30503,0.2301,0.24563,0.23056,0.19109,0.22716,0.19581,0.20068,0.24513,0.24358,0.22801,0.2972,0.21101,0.25401,0.25292,0.2268,0.35906,0.23286,0.21671,0.95158,0.26412,0.38734,0.28754,0.27661,0.27513,0.22109,0.24894,0.24973,0.21863,0.29645,0.24451,0.24755,0.28427,0.29215,0.41556,0.25978,0.28419
0.22266,0.19508,0.21687,0.15426,0.21825,0.25845,0.20813,0.21685,0.20706,0.22214,0.25001,0.2067,0.2505,0.1668,0.20249,0.24305,0.15365,0,0.23508,0.2355,0.16604,0.17396,0.22624,0.17266,0.2639,0.18408,0.22167,0.19155,0.16954,0.19561,0.1728,0.17642,0.23343,0.21788,0.19345,0.26566,0.21938,0.22541,0.23032,0.21499,0.33646,0.2219,0.20125,0.98713,0.26499,0.3592,0.25172,0.24921,0.26117,0.19788,0.2507,0.21611,0.19021,0.26833,0.24501,0.22484,0.25145,0.30184,0.39125,0.24073,0.26405
0.2232,0.20972,0.24413,0.26589,0.27598,0.30645,0.20035,0.17718,0.18261,0.18105,0.17232,0.25639,0.15982,0.27272,0.22344,0.28888,0.2766,0.23508,0,0.19834,0.23561,0.2931,0.17941,0.28562,0.21465,0.2422,0.17786,0.1872,0.18628,0.22916,0.26463,0.25776,0.27267,0.21974,0.26851,0.1922,0.31802,0.197,0.19113,0.25919,0.28644,0.34534,0.32848,0.92154,0.19671,0.28387,0.23137,0.29014,0.30084,0.30634,0.27902,0.31611,0.19434,0.20636,0.22091,0.20839,0.1857,0.24613,0.30093,0.18388,0.27142
0.24722,0.20317,0.28433,0.25633,0.27409,0.31228,0.2033,0.18402,0.18416,0.17428,0.18834,0.23984,0.19114,0.25135,0.267,0.30364,0.25615,0.2355,0.19834,0,0.22171,0.26406,0.17869,0.26892,0.1935,0.22354,0.18598,0.17288,0.17294,0.23571,0.23109,0.24811,0.256,0.18052,0.29939,0.19173,0.32191,0.20588,0.22314,0.26374,0.29683,0.34759,0.29682,0.96635,0.22373,0.28744,0.25231,0.32744,0.31207,0.27816,0.25901,0.25913,0.22758,0.25543,0.22955,0.20361,0.21965,0.25735,0.2982,0.21625,0.25607
0.21835,0.17237,0.20844,0.17601,0.21623,0.27916,0.17301,0.21843,0.18026,0.17936,0.22044,0.17481,0.23102,0.19748,0.18803,0.28203,0.18049,0.16604,0.23561,0.22171,0,0.19934,0.23028,0.20094,0.26543,0.20653,0.22894,0.20626,0.16734,0.18851,0.1885,0.20509,0.25494,0.23497,0.23841,0.27807,0.25186,0.23153,0.24203,0.24071,0.35166,0.28522,0.22365,0.93865,0.23616,0.37348,0.27149,0.30652,0.29161,0.25101,0.2744,0.21861,0.20691,0.28536,0.25723,0.24556,0.25668,0.30088,0.39588,0.22858,0.2733
0.24096,0.22893,0.22369,0.1768,0.22641,0.23577,0.21428,0.23975,0.24373,0.24814,0.28717,0.19689,0.27953,0.16448,0.21264,0.28556,0.16152,0.17396,0.2931,0.26406,0.19934,0,0.26529,0.12344,0.28169,0.22689,0.25424,0.24467,0.19247,0.22271,0.17493,0.16986,0.22513,0.25515,0.20978,0.30439,0.18543,0.2733,0.26353,0.20941,0.36684,0.21389,0.18247,0.99501,0.27042,0.38604,0.26376,0.26549,0.2524,0.21741,0.2172,0.20357,0.21691,0.29972,0.24594,0.23716,0.29083,0.30843,0.41601,0.27361,0.26869
0.20165,0.20964,0.23689,0.25284,0.23689,0.28755,0.21677,0.15552,0.17075,0.14934,0.21117,0.26306,0.18174,0.26015,0.23855,0.2626,0.24824,0.22624,0.17941,0.17869,0.23028,0.26529,0,0.29434,0.25538,0.22632,0.15506,0.16585,0.18261,0.23102,0.28571,0.25893,0.28458,0.17468,0.30159,0.16691,0.33456,0.19657,0.22897,0.28145,0.27746,0.35271,0.32599,0.88782,0.19821,0.26917,0.27404,0.32465,0.29739,0.29036,0.2761,0.30472,0.21642,0.2486,0.24874,0.23907,0.20491,0.2628,0.28503,0.21052,0.29263
0.25249,0.21469,0.22302,0.19212,0.22834,0.26316,0.21328,0.24539,0.23811,0.23821,0.27426,0.1992,0.27137,0.1592,0.19982,0.28036,0.18217,0.17266,0.28562,0.26892,0.20094,0.12344,0.29434,0,0.28164,0.2266,0.24827,0.2428,0.19154,0.20771,0.14274,0.15748,0.20901,0.27733,0.20214,0.29888,0.19195,0.28528,0.26072,0.23146,0.37315,0.224,0.18465,0.99391,0.2833,0.40846,0.27553,0.26183,0.26767,0.22584,0.21521,0.2013,0.21892,0.31546,0.24281,0.24803,0.30309,0.32029,0.43039,0.27905,0.27368
0.24872,0.22253,0.26893,0.27715,0.29201,0.32228,0.2332,0.22106,0.20791,0.23964,0.19463,0.26555,0.22027,0.30082,0.26359,0.31866,0.30503,0.2639,0.21465,0.1935,0.26543,0.28169,0.25538,0.28164,0,0.23913,0.20981,0.19163,0.20586,0.24855,0.23867,0.23665,0.20706,0.20275,0.30692,0.20322,0.29646,0.20653,0.2157,0.2555,0.33032,0.34642,0.29529,0.87338,0.20794,0.31175,0.21112,0.26665,0.26657,0.27278,0.24374,0.25759,0.24376,0.24952,0.20537,0.19284,0.20783,0.24571,0.33366,0.22697,0.24737
0.20398,0.17022,0.23111,0.1946,0.23054,0.31696,0.16029,0.21932,0.20201,0.21314,0.21371,0.20037,0.2248,0.21174,0.17624,0.2623,0.2301,0.18408,0.2422,0.22354,0.20653,0.22689,0.22632,0.2266,0.23913,0,0.22823,0.1983,0.17776,0.19505,0.21387,0.19155,0.22859,0.198,0.25984,0.20132,0.252,0.21943,0.23802,0.23455,0.33582,0.27954,0.22948,0.96806,0.22386,0.34847,0.23115,0.24798,0.23968,0.21753,0.19762,0.22901,0.21056,0.26075,0.21959,0.21351,0.23809,0.27581,0.34511,0.20463,0.24415
0.19732,0.19931,0.24666,0.23831,0.24561,0.24949,0.21684,0.14829,0.18462,0.16232,0.20734,0.24946,0.16063,0.24204,0.25536,0.24069,0.24563,0.22167,0.17786,0.18598,0.22894,0.25424,0.15506,0.24827,0.20981,0.22823,0,0.1607,0.2038,0.24397,0.26654,0.24077,0.27196,0.20332,0.24927,0.17898,0.30854,0.19846,0.19059,0.25552,0.27045,0.32387,0.30854,0.89573,0.18499,0.26816,0.25803,0.29514,0.29486,0.29167,0.25698,0.30189,0.2009,0.21455,0.23051,0.20377,0.20906,0.21356,0.29028,0.2087,0.29805
0.20041,0.19613,0.2305,0.20819,0.23851,0.25181,0.22384,0.14721,0.17008,0.17358,0.19879,0.23494,0.18138,0.24562,0.23351,0.24307,0.23056,0.19155,0.1872,0.17288,0.20626,0.24467,0.16585,0.2428,0.19163,0.1983,0.1607,0,0.17109,0.24236,0.24649,0.22441,0.24733,0.17781,0.26513,0.18967,0.29219,0.19053,0.18735,0.22654,0.27584,0.31609,0.28719,0.90669,0.19477,0.27813,0.2485,0.28573,0.27497,0.25603,0.25625,0.28042,0.19594,0.21293,0.21551,0.19375,0.17676,0.21155,0.30277,0.1888,0.27388
0.18607,0.17216,0.20439,0.18571,0.20773,0.2577,0.17021,0.16628,0.15859,0.14447,0.18542,0.18378,0.18456,0.20783,0.19377,0.26259,0.19109,0.16954,0.18628,0.17294,0.16734,0.19247,0.18261,0.19154,0.20586,0.17776,0.2038,0.17109,0,0.18452,0.18374,0.18744,0.20922,0.17919,0.24658,0.2168,0.2515,0.20907,0.1916,0.22797,0.32724,0.29608,0.25102,0.95564,0.18431,0.34165,0.24212,0.27128,0.26631,0.23759,0.23013,0.23777,0.20493,0.24183,0.21238,0.20679,0.2013,0.25961,0.3468,0.2013,0.25308
0.23062,0.19147,0.20818,0.22119,0.23541,0.3109,0.15795,0.22311,0.20971,0.18806,0.21758,0.19964,0.21871,0.20961,0.17931,0.28996,0.22716,0.19561,0.22916,0.23571,0.18851,0.22271,0.23102,0.20771,0.24855,0.19505,0.24397,0.24236,0.18452,0,0.20403,0.21559,0.23711,0.22733,0.2338,0.25313,0.25131,0.24008,0.24572,0.25612,0.32898,0.27965,0.23221,0.94433,0.23487,0.34271,0.23276,0.28269,0.27695,0.25225,0.24928,0.22519,0.23407,0.259,0.23908,0.25142,0.23326,0.29925,0.36539,0.22977,0.23757
